"spid","CCNAME","DNAME","CLNAME","FEACODE","SAREA","EFEACODE","CCODE","DCODE","CLCODE","EACODE","TOTAL","MALE","FEMALE","HH","CCODE1","DCODE1","CLCODE1","EACODE1","lon","lat","d","gmap"
26,"Montserrado","Greater Monrovia","Z100 Crab Hole",300403081,"SA31",3004103081,30,4,103,81,484,233,251,105,30,4,103,81,-10.7775951141487,6.39028115194505,0.316505692230319,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.39028115194505%2C-10.7775951141487&z=16"
27,"Montserrado","Greater Monrovia","Z1600 Caldwell Market",300406051,"SA07",3004956051,30,4,956,51,807,399,408,133,30,4,956,51,-10.7534683367845,6.39316466344321,0.51813799267789,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.39316466344321%2C-10.7534683367845&z=16"
27,"Montserrado","Greater Monrovia","Z1600 Upper Caldwell",300409011,"SA04",3004959011,30,4,959,11,457,239,218,90,30,4,959,11,-10.7445056544291,6.39230607778819,0.47924227224412,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.39230607778819%2C-10.7445056544291&z=16"
27,"Montserrado","Greater Monrovia","Z1600 Dixville A",300405061,"SA06",3004955061,30,4,955,61,314,140,174,46,30,4,955,61,-10.7489516006881,6.38823770074803,0.470534267740559,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.38823770074803%2C-10.7489516006881&z=16"
28,"Montserrado","Greater Monrovia","Z1600 Samukai Town",300410061,"SA02",3004960061,30,4,960,61,500,251,249,101,30,4,960,61,-10.7236054905769,6.39438223218828,1.04424081961822,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.39438223218828%2C-10.7236054905769&z=16"
28,"Montserrado","Greater Monrovia","Z1600 Samukai Town",300410041,"SA02",3004960041,30,4,960,41,319,153,166,83,30,4,960,41,-10.7284159101113,6.40093758614056,0.692975959794324,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.40093758614056%2C-10.7284159101113&z=16"
28,"Montserrado","Greater Monrovia","Z1600 Samukai Town",300410051,"SA02",3004960051,30,4,960,51,191,90,101,57,30,4,960,51,-10.7260135914978,6.39848774994427,0.21914304189352,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.39848774994427%2C-10.7260135914978&z=16"
29,"Montserrado","Greater Monrovia","Z1600 Cassava Hill",300411011,"SA01",3004961011,30,4,1,11,389,194,195,100,30,4,961,11,-10.7063974369175,6.38162495005299,2.66844917514092,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.38162495005299%2C-10.7063974369175&z=16"
30,"Montserrado","Greater Monrovia","Z1600 Dixville Water Side",300408011,"SA05",3004958011,30,4,958,11,430,206,224,89,30,4,958,11,-10.73372082467,6.40897795205612,1.56795998121269,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.40897795205612%2C-10.73372082467&z=16"
30,"Montserrado","Greater Monrovia","Z1600 Samukai Town",300410021,"SA02",3004960021,30,4,960,21,153,76,77,42,30,4,960,21,-10.7302473949245,6.40142956289125,1.53639120479044,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.40142956289125%2C-10.7302473949245&z=16"
30,"Montserrado","Greater Monrovia","Z1600 Samukai Town",300410011,"SA02",3004960011,30,4,960,11,126,66,60,41,30,4,960,11,-10.7309181907442,6.40080110009282,0.618980221498114,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.40080110009282%2C-10.7309181907442&z=16"
1,"Grand Bassa","Neekreen","Harmonville",91001072,"SA44",910001072,9,10,1,72,635,308,327,111,9,10,1,72,-9.97652279443204,5.81057683412716,7.39069926859827,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.81057683412716%2C-9.97652279443204&z=16"
1,"Grand Bassa","District # 4","Neetorn",91601092,"SA11",916001092,9,16,1,92,318,149,169,82,9,16,1,92,-9.90939087125485,5.80488635764543,6.40409046708941,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.80488635764543%2C-9.90939087125485&z=16"
1,"Grand Bassa","District # 4","Neetorn",91601062,"SA11",916001062,9,16,1,62,674,317,357,188,9,16,1,62,-9.92344948533033,5.76708005666905,2.17622445703158,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.76708005666905%2C-9.92344948533033&z=16"
2,"Grand Bassa","District # 4","Jogbahn",91609112,"SA05",916009112,9,16,9,112,288,141,147,95,9,16,9,112,-9.80228249829253,5.77142799469666,3.52815414921141,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.77142799469666%2C-9.80228249829253&z=16"
2,"Grand Bassa","District # 4","Little Kola",91606052,"SA03",916006052,9,16,6,52,671,340,331,146,9,16,6,52,-9.75421603509725,5.74197302189366,3.02399116438738,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.74197302189366%2C-9.75421603509725&z=16"
2,"Grand Bassa","District # 4","Jogbahn",91609122,"SA05",916009122,9,16,9,122,403,200,203,100,9,16,9,122,-9.80454635658037,5.73818481149526,2.77169679154598,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.73818481149526%2C-9.80454635658037&z=16"
3,"Grand Bassa","Neekreen","Kpanada",91007252,"SA51",910007251,9,10,7,251,539,268,271,117,9,10,7,251,-10.0195211845329,5.89209507102741,0.364926993611433,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.89209507102741%2C-10.0195211845329&z=16"
3,"Grand Bassa","Neekreen","Kpanada",91007262,"SA51",910007261,9,10,7,261,455,231,224,96,9,10,7,261,-10.0181735975774,5.89338917310489,0.335659014413099,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.89338917310489%2C-10.0181735975774&z=16"
3,"Grand Bassa","Neekreen","Kpanada",91007282,"SA51",910007281,9,10,7,281,519,237,282,95,9,10,7,281,-10.0160877356928,5.8888590458632,0.192043263756275,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.8888590458632%2C-10.0160877356928&z=16"
4,"Grand Bassa","Neekreen","Blaynee (Portion of Dist.",91005012,"SA42",910005012,9,10,5,12,607,300,307,154,9,10,5,12,-9.85752716444329,5.92254896254327,3.59228280300797,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.92254896254327%2C-9.85752716444329&z=16"
4,"Grand Bassa","Neekreen","Harmonville",91001012,"SA43",910001012,9,10,1,12,410,172,238,8,9,10,1,12,-9.88411157823188,5.88806595677347,2.55306320418159,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.88806595677347%2C-9.88411157823188&z=16"
4,"Grand Bassa","Neekreen","Blaynee (Portion of Dist.",91005032,"SA42",910005032,9,10,5,32,545,288,257,144,9,10,5,32,-9.8536638871727,5.88745805827614,0.886543265872134,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.88745805827614%2C-9.8536638871727&z=16"
5,"Grand Bassa","District # 4","Jogbahn",91609032,"SA07",916009032,9,16,9,32,515,258,257,118,9,16,9,32,-9.70707359140894,5.90594595663374,3.64037859968065,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.90594595663374%2C-9.70707359140894&z=16"
5,"Grand Bassa","District # 4","Jogbahn",91609052,"SA07",916009052,9,16,9,52,369,191,178,85,9,16,9,52,-9.67298140522084,5.88384276424021,1.74567705573297,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.88384276424021%2C-9.67298140522084&z=16"
5,"Grand Bassa","District # 4","Jogbahn",91609042,"SA07",916009042,9,16,9,42,376,175,201,70,9,16,9,42,-9.69650947220391,5.88548022938756,1.10070894560945,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=5.88548022938756%2C-9.69650947220391&z=16"
6,"Grand Bassa","St. John River City","Goingbo",90809012,"SA54",908009012,9,8,9,12,710,346,364,194,9,8,9,12,-10.1027061265706,6.04589383833046,4.95078163567555,"https://www.google.com/maps/d/u/3/viewer?mid=1tCqB8Il5LJCJDCQ4Ryzz38Lw682WfBhw&ll=6.04589383833046%2C-10.1027061265706&z=16"
